occupation,location,income,welfare,working_experience,education,industry,section,scale,category
顾问,重庆,6,TRUE,经验不限,大专,互联网/IT/电子/通信,未融资,100以下,法务与咨询类
电商运营,云南,6.6,FALSE,经验不限,学历不限,互联网/IT/电子/通信,未知,100以下,销售与市场类
顾问,山东,6.6,FALSE,经验不限,学历不限,互联网/IT/电子/通信,未知,100以下,法务与咨询类
顾问,河北,9,TRUE,1年以内,高中及以下,互联网/IT/电子/通信,不需要融资,500以上,法务与咨询类
顾问,上海,7.3,FALSE,1年以内,本科,互联网/IT/电子/通信,未知,500以上,法务与咨询类
顾问,未知,9,FALSE,经验不限,学历不限,互联网/IT/电子/通信,未知,100以下,法务与咨询类
顾问,重庆,7.8,FALSE,经验不限,学历不限,消费品,未知,100以下,法务与咨询类
顾问,河北,7.8,TRUE,1-3年,高中及以下,互联网/IT/电子/通信,不需要融资,500以上,法务与咨询类
顾问,贵州,4.2,FALSE,1-3年,本科,互联网/IT/电子/通信,B轮,100以下,法务与咨询类
旅游管理,天津,9,TRUE,1-3年,学历不限,互联网/IT/电子/通信,未融资,100以下,服务与支持类
顾问,未知,4.2,FALSE,经验不限,大专,互联网/IT/电子/通信,未融资,100以下,法务与咨询类
顾问,重庆,5.4,FALSE,经验不限,学历不限,互联网/IT/电子/通信,未知,100以下,法务与咨询类
旅游管理,江苏,7.2,TRUE,1年以内,学历不限,互联网/IT/电子/通信,未融资,100以下,服务与支持类
顾问,新疆,6.6,FALSE,1-3年,大专,互联网/IT/电子/通信,未知,100-499,法务与咨询类
顾问,未知,6,FALSE,经验不限,大专,服务业,未知,100以下,法务与咨询类
旅游管理,山东,6.6,TRUE,1-3年,大专,互联网/IT/电子/通信,不需要融资,100-499,服务与支持类
旅游管理,湖南,9.6,TRUE,经验不限,大专,制药/医疗,已上市,100-499,服务与支持类
顾问,江苏,4.8,FALSE,经验不限,学历不限,互联网/IT/电子/通信,未融资,100-499,法务与咨询类
旅游管理,山东,4.2,TRUE,1-3年,大专,互联网/IT/电子/通信,未知,100以下,服务与支持类
旅游管理,河北,10.2,TRUE,5年以上,大专,互联网/IT/电子/通信,未知,100以下,服务与支持类
旅游管理,广东,6.6,FALSE,经验不限,大专,互联网/IT/电子/通信,未知,100以下,服务与支持类
旅游管理,重庆,7.8,TRUE,3-5年,大专,互联网/IT/电子/通信,未融资,100以下,服务与支持类
顾问,山东,4.2,FALSE,经验不限,学历不限,互联网/IT/电子/通信,不需要融资,100以下,法务与咨询类
经理,重庆,7.2,FALSE,5年以上,本科,广告/传媒/文化/体育,未知,100以下,商务与管理类
旅游管理,辽宁,6,FALSE,1年以内,大专,互联网/IT/电子/通信,不需要融资,100以下,服务与支持类
顾问,河北,6.6,TRUE,经验不限,大专,互联网/IT/电子/通信,已上市,100以下,法务与咨询类
电商运营,云南,6,FALSE,经验不限,学历不限,互联网/IT/电子/通信,A轮,100-499,销售与市场类
顾问,浙江,15,TRUE,1-3年,大专,互联网/IT/电子/通信,未融资,100以下,法务与咨询类
电商运营,湖南,27,FALSE,1-3年,大专,互联网/IT/电子/通信,未知,100以下,销售与市场类
顾问,上海,19.2,TRUE,经验不限,本科,互联网/IT/电子/通信,不需要融资,100-499,法务与咨询类
经理,贵州,5.4,FALSE,1-3年,高中及以下,互联网/IT/电子/通信,未知,100以下,商务与管理类
顾问,浙江,5.4,FALSE,1-3年,大专,互联网/IT/电子/通信,未知,100-499,法务与咨询类
旅游管理,河北,7.8,FALSE,经验不限,大专,互联网/IT/电子/通信,不需要融资,100以下,服务与支持类
经理,湖北,9,TRUE,1-3年,大专,互联网/IT/电子/通信,未融资,100以下,商务与管理类
经理,广东,19.2,TRUE,5年以上,大专,互联网/IT/电子/通信,未知,100-499,商务与管理类
顾问,四川,6.6,FALSE,1-3年,大专,互联网/IT/电子/通信,不需要融资,100以下,法务与咨询类
顾问,深圳,27,TRUE,经验不限,学历不限,互联网/IT/电子/通信,天使轮,100以下,法务与咨询类
经理,宁夏,4.2,FALSE,3-5年,学历不限,互联网/IT/电子/通信,天使轮,100以下,商务与管理类
顾问,青海,3.6,FALSE,1年以内,高中及以下,广告/传媒/文化/体育,不需要融资,100以下,法务与咨询类
经理,湖南,11.05,TRUE,1-3年,大专,互联网/IT/电子/通信,C轮,500以上,商务与管理类
顾问,广东,3,FALSE,1-3年,学历不限,互联网/IT/电子/通信,未知,100以下,法务与咨询类
顾问,湖南,6.6,TRUE,经验不限,学历不限,制药/医疗,不需要融资,100以下,法务与咨询类
旅游管理,山西,6,TRUE,经验不限,大专,互联网/IT/电子/通信,未融资,100以下,服务与支持类
顾问,浙江,11.4,FALSE,1年以内,大专,互联网/IT/电子/通信,D轮及以上,500以上,法务与咨询类
顾问,辽宁,7.2,FALSE,经验不限,高中及以下,互联网/IT/电子/通信,未知,100以下,法务与咨询类
顾问,河北,7.2,FALSE,经验不限,大专,互联网/IT/电子/通信,未知,100以下,法务与咨询类
顾问,河北,9,TRUE,1-3年,学历不限,互联网/IT/电子/通信,未融资,100-499,法务与咨询类
旅游管理,湖南,11.4,FALSE,3-5年,大专,互联网/IT/电子/通信,未融资,100以下,服务与支持类
主播,河北,7.2,TRUE,1-3年,大专,互联网/IT/电子/通信,未融资,100以下,媒体与创意类
销售,未知,4.2,FALSE,1-3年,本科,互联网/IT/电子/通信,未融资,100以下,销售与市场类
顾问,甘肃,6,TRUE,1年以内,大专,互联网/IT/电子/通信,未融资,100以下,法务与咨询类
顾问,山东,9,FALSE,经验不限,学历不限,互联网/IT/电子/通信,不需要融资,100以下,法务与咨询类
顾问,山西,5.4,TRUE,1年以内,大专,互联网/IT/电子/通信,未融资,100-499,法务与咨询类
旅游管理,山东,7.2,TRUE,1年以内,大专,互联网/IT/电子/通信,未融资,100以下,服务与支持类
顾问,重庆,10.2,FALSE,经验不限,学历不限,互联网/IT/电子/通信,未融资,100-499,法务与咨询类
顾问,重庆,6.6,FALSE,1-3年,学历不限,互联网/IT/电子/通信,未融资,500以上,法务与咨询类
顾问,甘肃,6.6,FALSE,经验不限,本科,互联网/IT/电子/通信,未知,100以下,法务与咨询类
旅游管理,广东,3.1025,TRUE,1年以内,本科,专业服务,未融资,100-499,服务与支持类
经理,山东,5.4,FALSE,经验不限,学历不限,互联网/IT/电子/通信,未知,100以下,商务与管理类
操作工人,湖北,4.8,FALSE,经验不限,高中及以下,互联网/IT/电子/通信,未融资,100-499,其他职业类
经理,福建,9,FALSE,经验不限,学历不限,互联网/IT/电子/通信,未知,100以下,商务与管理类
顾问,江苏,7.15,TRUE,1-3年,大专,互联网/IT/电子/通信,天使轮,100-499,法务与咨询类
顾问,辽宁,4.9275,FALSE,1年以内,大专,互联网/IT/电子/通信,不需要融资,100以下,法务与咨询类
顾问,湖北,6.6,FALSE,经验不限,学历不限,互联网/IT/电子/通信,未知,100以下,法务与咨询类
顾问,福建,5.4,TRUE,1年以内,本科,互联网/IT/电子/通信,A轮,100-499,法务与咨询类
顾问,湖北,12.6,FALSE,经验不限,大专,互联网/IT/电子/通信,不需要融资,100以下,法务与咨询类
经理,安徽,10.2,FALSE,1-3年,高中及以下,互联网/IT/电子/通信,不需要融资,100以下,商务与管理类
销售,安徽,7.8,TRUE,1-3年,本科,互联网/IT/电子/通信,天使轮,100以下,销售与市场类
经理,福建,12.6,TRUE,5年以上,本科,互联网/IT/电子/通信,未融资,100以下,商务与管理类
顾问,四川,7.8,TRUE,经验不限,学历不限,互联网/IT/电子/通信,未融资,100以下,法务与咨询类
旅游管理,河南,9,TRUE,经验不限,大专,互联网/IT/电子/通信,不需要融资,100以下,服务与支持类
旅游管理,浙江,6,TRUE,1-3年,学历不限,互联网/IT/电子/通信,未融资,100以下,服务与支持类
经理,山东,7.2,FALSE,经验不限,大专,互联网/IT/电子/通信,未知,100以下,商务与管理类
操作工人,四川,4.8,FALSE,经验不限,学历不限,互联网/IT/电子/通信,未融资,100以下,其他职业类
顾问,贵州,12.775,FALSE,经验不限,学历不限,互联网/IT/电子/通信,不需要融资,100以下,法务与咨询类
顾问,四川,5.4,FALSE,经验不限,学历不限,互联网/IT/电子/通信,未知,100以下,法务与咨询类
经理,江苏,15.75,FALSE,3-5年,本科,互联网/IT/电子/通信,未融资,100以下,商务与管理类
经理,山西,4.2,FALSE,经验不限,学历不限,互联网/IT/电子/通信,未融资,100以下,商务与管理类
顾问,贵州,6,TRUE,1-3年,大专,互联网/IT/电子/通信,D轮及以上,500以上,法务与咨询类
旅游管理,上海,48,TRUE,5年以上,大专,互联网/IT/电子/通信,C轮,100以下,服务与支持类
经理,陕西,6.6,FALSE,1-3年,大专,房地产/建筑,未知,100以下,商务与管理类
司机,广东,8.4,FALSE,3-5年,学历不限,交通/物流/贸易/零售,未知,100以下,服务与支持类
旅游管理,陕西,7.8,TRUE,1-3年,本科,互联网/IT/电子/通信,未融资,100以下,服务与支持类
旅游管理,辽宁,5.4,FALSE,1年以内,本科,互联网/IT/电子/通信,未融资,100以下,服务与支持类
旅游管理,四川,9.75,TRUE,1-3年,本科,广告/传媒/文化/体育,未知,100以下,服务与支持类
旅游管理,广东,10.2,FALSE,1-3年,大专,广告/传媒/文化/体育,未知,100以下,服务与支持类
旅游管理,浙江,6,TRUE,经验不限,大专,互联网/IT/电子/通信,未融资,100以下,服务与支持类
旅游管理,山东,6.6,FALSE,经验不限,大专,互联网/IT/电子/通信,未融资,100以下,服务与支持类
旅游管理,内蒙古,4.8,FALSE,经验不限,大专,互联网/IT/电子/通信,未融资,100以下,服务与支持类
经理,未知,7.2,FALSE,1-3年,大专,互联网/IT/电子/通信,未知,100以下,商务与管理类
顾问,湖南,12,FALSE,经验不限,高中及以下,互联网/IT/电子/通信,未知,100以下,法务与咨询类
经理,四川,7.2,FALSE,3-5年,大专,互联网/IT/电子/通信,未融资,100以下,商务与管理类
经理,甘肃,7.2,FALSE,1-3年,学历不限,互联网/IT/电子/通信,不需要融资,100以下,商务与管理类
经理,安徽,8.4,TRUE,1-3年,大专,互联网/IT/电子/通信,D轮及以上,500以上,商务与管理类
操作工人,四川,10.2,FALSE,3-5年,大专,互联网/IT/电子/通信,未知,100以下,其他职业类
顾问,江苏,4.8,FALSE,1-3年,学历不限,广告/传媒/文化/体育,未知,100以下,法务与咨询类
操作工人,内蒙古,4.2,FALSE,经验不限,学历不限,互联网/IT/电子/通信,不需要融资,100以下,其他职业类
顾问,山西,3.6,FALSE,1年以内,大专,互联网/IT/电子/通信,A轮,500以上,法务与咨询类
顾问,四川,7.2,FALSE,1-3年,大专,互联网/IT/电子/通信,不需要融资,100-499,法务与咨询类
顾问,未知,3,FALSE,1年以内,高中及以下,互联网/IT/电子/通信,未知,100以下,法务与咨询类
旅游管理,河北,7.2,TRUE,1年以内,大专,互联网/IT/电子/通信,未融资,500以上,服务与支持类
旅游管理,湖南,6.6,TRUE,3-5年,学历不限,互联网/IT/电子/通信,未知,100以下,服务与支持类
旅游管理,深圳,9.6,FALSE,3-5年,本科,房地产/建筑,天使轮,100以下,服务与支持类
旅游管理,山西,5.4,FALSE,经验不限,大专,互联网/IT/电子/通信,未知,100以下,服务与支持类
旅游管理,内蒙古,9,FALSE,经验不限,学历不限,互联网/IT/电子/通信,未融资,100以下,服务与支持类
旅游管理,上海,12.6,FALSE,1年以内,本科,互联网/IT/电子/通信,未融资,100以下,服务与支持类
旅游管理,浙江,6,FALSE,1-3年,大专,互联网/IT/电子/通信,未知,100以下,服务与支持类
旅游管理,北京,4.2,TRUE,经验不限,学历不限,互联网/IT/电子/通信,未融资,100以下,服务与支持类
旅游管理,山西,6,FALSE,经验不限,大专,互联网/IT/电子/通信,不需要融资,100以下,服务与支持类
销售,重庆,4.8,FALSE,经验不限,高中及以下,互联网/IT/电子/通信,未融资,100以下,销售与市场类
旅游管理,湖南,4.2,FALSE,1-3年,高中及以下,互联网/IT/电子/通信,未知,100以下,服务与支持类
顾问,辽宁,6.6,FALSE,经验不限,学历不限,广告/传媒/文化/体育,未融资,100以下,法务与咨询类
顾问,湖南,10.2,TRUE,1-3年,学历不限,互联网/IT/电子/通信,未融资,100以下,法务与咨询类
电商运营,未知,6.6,FALSE,经验不限,学历不限,广告/传媒/文化/体育,未融资,100-499,销售与市场类
经理,福建,9.6,FALSE,1-3年,大专,互联网/IT/电子/通信,未融资,100以下,商务与管理类
顾问,江西,7.8,FALSE,3-5年,大专,互联网/IT/电子/通信,未知,100以下,法务与咨询类
顾问,深圳,10.8,TRUE,经验不限,学历不限,互联网/IT/电子/通信,未融资,100以下,法务与咨询类
顾问,浙江,6,FALSE,1-3年,大专,互联网/IT/电子/通信,未融资,100-499,法务与咨询类
旅游管理,四川,7.8,TRUE,1-3年,本科,广告/传媒/文化/体育,未融资,500以上,服务与支持类
旅游管理,天津,7.2,TRUE,1-3年,学历不限,互联网/IT/电子/通信,未融资,100以下,服务与支持类
销售,上海,11.4,TRUE,经验不限,大专,互联网/IT/电子/通信,未融资,100以下,销售与市场类
顾问,深圳,10.2,FALSE,1-3年,大专,专业服务,未融资,100以下,法务与咨询类
旅游管理,河南,9,TRUE,1-3年,大专,互联网/IT/电子/通信,不需要融资,100以下,服务与支持类
旅游管理,江苏,6.6,FALSE,1-3年,大专,互联网/IT/电子/通信,B轮,100以下,服务与支持类
顾问,辽宁,9,TRUE,1-3年,学历不限,互联网/IT/电子/通信,未知,100-499,法务与咨询类
销售,河南,6.6,TRUE,3-5年,大专,互联网/IT/电子/通信,已上市,100-499,销售与市场类
旅游管理,山西,3,TRUE,经验不限,学历不限,互联网/IT/电子/通信,未融资,100-499,服务与支持类
电商运营,湖南,15,TRUE,1-3年,学历不限,互联网/IT/电子/通信,不需要融资,100-499,销售与市场类
顾问,河南,6.6,FALSE,经验不限,学历不限,互联网/IT/电子/通信,未知,100以下,法务与咨询类
销售,江苏,4.8,FALSE,经验不限,学历不限,专业服务,未知,100以下,销售与市场类
顾问,贵州,4.2,FALSE,经验不限,高中及以下,互联网/IT/电子/通信,未知,100以下,法务与咨询类
顾问,广东,6.6,TRUE,经验不限,学历不限,互联网/IT/电子/通信,未融资,100以下,法务与咨询类
顾问,四川,7.2,FALSE,1年以内,学历不限,互联网/IT/电子/通信,未知,100-499,法务与咨询类
旅游管理,江西,5.4,FALSE,经验不限,学历不限,互联网/IT/电子/通信,天使轮,100-499,服务与支持类
旅游管理,河南,9,TRUE,1-3年,大专,互联网/IT/电子/通信,不需要融资,100以下,服务与支持类
顾问,陕西,10.2,FALSE,经验不限,本科,服务业,未知,100以下,法务与咨询类
旅游管理,河北,4.8,FALSE,5年以上,大专,互联网/IT/电子/通信,未知,100以下,服务与支持类
主播,云南,19.8,FALSE,经验不限,学历不限,互联网/IT/电子/通信,不需要融资,100以下,媒体与创意类
顾问,海南,5.4,TRUE,经验不限,大专,互联网/IT/电子/通信,不需要融资,100以下,法务与咨询类
旅游管理,陕西,5.4,FALSE,经验不限,学历不限,互联网/IT/电子/通信,未知,100以下,服务与支持类
顾问,江苏,4.2,TRUE,1年以内,本科,互联网/IT/电子/通信,已上市,500以上,法务与咨询类
旅游管理,河北,10.2,TRUE,1-3年,学历不限,互联网/IT/电子/通信,不需要融资,100以下,服务与支持类
顾问,河北,6.6,TRUE,经验不限,本科,互联网/IT/电子/通信,不需要融资,100以下,法务与咨询类
顾问,湖南,9,FALSE,1-3年,学历不限,互联网/IT/电子/通信,未知,100以下,法务与咨询类
旅游管理,深圳,9,TRUE,1-3年,学历不限,互联网/IT/电子/通信,未融资,100以下,服务与支持类
顾问,江苏,7.8,TRUE,经验不限,大专,互联网/IT/电子/通信,未融资,100以下,法务与咨询类
